# gpstime BSN BCI f_mean f_median hrss_mean hrss_median Q_mean Q_median
1.132783452200000048e+09 8.642867999999999995e+00 4.732999999999999652e+00 3.988924793865145375e+02 3.982141725456739891e+02 8.703659743720012130e-23 9.416675919975730236e-23 9.913420416401168112e+00 9.629150600885960642e+00
1.135928435920000076e+09 5.723519999999999719e+00 1.685999999999999943e+00 8.107000278539067040e+02 8.337197046281589792e+02 7.559690794171379353e-23 7.405767892314920299e-23 1.008913881915571231e+01 6.748392262841779399e+00
1.126259205009999990e+09 6.907028000000000389e+00 1.504000000000000004e+00 5.221655517816856218e+02 5.212113272906485690e+02 6.731457651964097761e-23 6.366768314821202845e-23 4.660031608644898427e+01 4.420621974225289819e+01
1.126830101950000048e+09 8.389575000000000671e+00 4.961000000000000298e+00 4.883538613067093479e+02 4.882224871784314928e+02 5.472722157841600481e-23 5.216189593637040747e-23 8.249156077149723387e+01 8.374600853566954584e+01
1.127378294349999905e+09 1.398273799999999945e+01 7.341999999999999638e+00 7.086497210326714367e+02 7.089159292341470291e+02 9.080049336588322992e-23 8.915290936349461211e-23 6.018313642312091538e+00 5.418149733090579900e+00
1.127625080000000000e+09 9.494828999999999297e+00 3.326000000000000068e+00 7.711261450108480631e+02 7.707396321614529597e+02 8.240089243505604617e-23 8.139496678453264415e-23 4.127589850219023759e+01 3.856771402575429875e+01
1.127703174200000048e+09 1.284374500000000019e+01 2.674999999999999822e+00 3.665717619861779895e+02 3.665893435614580085e+02 5.612374482088326811e-23 5.502685577502546222e-23 5.815182308912165610e+01 5.611821256242969724e+01
1.127711920190000057e+09 1.187851399999999913e+01 3.861000000000000210e+00 7.232167379932964195e+02 7.227576283655969291e+02 7.897015555411055971e-23 7.669171499141168495e-23 4.929930265164207981e+01 4.814590330434920418e+01
1.127790495509999990e+09 1.063373099999999916e+01 5.897000000000000242e+00 3.403510912983489902e+02 3.403304849280759754e+02 7.295080077864543125e-23 6.829052419329965979e-23 5.115159209966091680e+01 4.976854637195919651e+01
1.128293422960000038e+09 9.432572000000000401e+00 4.535999999999999588e+00 7.376964711341607881e+02 7.382458265765960732e+02 9.027639071658004002e-23 8.436725562577884873e-23 3.341927031351962540e+01 3.228549108688609692e+01
1.128740192450000048e+09 2.966927999999999788e+00 1.780000000000000027e+00 1.406299495072119043e+02 1.236023310291949997e+02 4.315944333170199767e-23 4.051594856085377808e-23 4.626211489044433023e+01 4.473829067926465086e+01
1.128877430740000010e+09 1.566136099999999942e+01 7.128000000000000114e+00 5.663642287315232124e+02 5.662703057185949547e+02 6.893740116689654055e-23 6.394027780670003571e-23 7.027844971417869147e+01 6.960685607038780631e+01
1.129099080680000067e+09 7.669461000000000084e+00 3.406000000000000139e+00 1.819114083440397280e+02 1.813894489794109859e+02 4.717095713844745987e-23 4.357503828680747211e-23 5.397034936761158974e+01 5.351242395387139794e+01
1.129542595200000048e+09 4.831320000000000059e-01 6.500000000000000222e-02 5.566285704967447145e+02 5.271132972607980491e+02 4.380934492223127778e-23 4.046514356256558080e-23 5.478241362283957727e+01 5.308652077330560104e+01
1.129643707960000038e+09 2.061063100000000148e+01 4.136000000000000121e+00 1.117713163932359777e+02 1.116574352606800034e+02 6.918395835686809494e-23 6.864684835780834130e-23 4.494517738635289028e+00 4.498552958162970405e+00
1.129645579910000086e+09 8.696301000000000059e+00 7.409999999999999920e-01 1.478191465404308929e+02 1.479392952227079832e+02 4.440993967138193225e-23 4.103860914952590975e-23 5.976593890788476671e+01 5.870780461798945282e+01
1.130530238750000000e+09 1.663906300000000016e+01 8.015000000000000568e+00 7.740745619953078176e+02 7.739817721319250268e+02 8.279011032721776422e-23 7.838543594369310652e-23 7.056221788371534842e+01 6.833336185123380346e+01
1.130587874529999971e+09 1.051320600000000027e+01 4.594000000000000306e+00 2.140636358396439505e+02 2.133066322379220026e+02 4.458172764322085455e-23 4.152716798554710803e-23 6.103504022742654911e+00 5.515531727605909929e+00
1.130737681819999933e+09 1.578912000000000049e+01 7.711000000000000298e+00 8.522185503378711928e+02 8.525334720633320558e+02 1.183865010135871386e-22 1.163087327968974047e-22 1.456513961505802257e+01 1.434455494001344888e+01
1.130788333980000019e+09 4.644879999999999676e+00 3.260000000000000120e-01 4.816997931883114461e+02 4.835840302443889982e+02 6.380575384765203816e-23 6.164456893886927247e-23 1.414981457322510749e+01 8.699785338514539390e+00
1.132066475190000057e+09 1.303633100000000056e+01 6.743999999999999773e+00 7.955670484855187397e+02 7.954633799556675058e+02 9.637594607494474841e-23 9.193485768377229817e-23 4.929475074097516085e+01 4.841693576954435230e+01
1.132121233670000076e+09 7.239193000000000211e+00 2.049999999999999822e+00 3.415695227255865234e+02 3.420561861811240192e+02 4.487365087965859186e-23 4.329948597699305969e-23 3.681719997716731285e+01 3.835046258775619776e+01
1.133054091089999914e+09 6.090418999999999805e+00 2.803999999999999826e+00 3.903825495372757928e+02 3.894774754803220276e+02 4.567504752153428343e-23 4.151651145498096052e-23 1.282376076273803989e+01 5.486769134981630103e+00
1.134194031029999971e+09 7.995332000000000328e+00 5.592999999999999972e+00 7.274051675956776535e+02 7.273982329854050022e+02 6.605474108289930088e-23 6.170360083682522842e-23 3.789964274169838632e+01 3.612222220730040334e+01
1.134921232289999962e+09 8.285216999999999388e+00 4.929999999999999716e+00 3.828478607954598942e+02 3.815201207012249824e+02 4.626024927516683927e-23 4.468734982272295802e-23 4.580014065519840472e+00 4.202176614127704823e+00
1.135240839710000038e+09 1.320572499999999927e+01 6.410999999999999588e+00 1.667547367966814420e+02 1.667412345601404979e+02 4.788943293960034712e-23 4.214034799623068527e-23 5.780107995268048882e+01 5.618940296555514635e+01
1.135252803890000105e+09 1.930857400000000013e+01 7.068999999999999950e+00 5.525562737823426005e+02 5.523633888850609992e+02 8.094686992048925037e-23 7.344064145904417656e-23 4.770295095280588527e+01 4.684718895072440148e+01
1.135471176079999924e+09 1.447851999999999961e+01 4.485000000000000320e+00 1.138270338391392755e+02 1.138319508467710079e+02 5.368214068667412475e-23 5.121488057518012725e-23 3.203512372114947482e+01 3.146873315082434885e+01
1.135481855019999981e+09 4.107230000000000381e+00 1.066000000000000059e+00 2.214793491683856246e+02 2.004248305867600095e+02 3.927436946345475490e-23 3.798524571815056727e-23 6.379705336879164435e+01 6.262415027516274790e+01
1.135544657599999905e+09 6.662110000000000198e+00 3.891999999999999904e+00 8.690227787341555086e+02 8.690601842536875665e+02 7.928530026574782132e-23 7.818892570699843700e-23 1.504200339770250494e+01 1.444961662797810042e+01
1.136604343200000048e+09 7.958447999999999745e+00 3.228000000000000203e+00 1.085088060318382333e+02 1.081095476019909967e+02 5.299057899991934815e-23 4.742133111685470115e-23 1.740436349704217633e+01 1.646686397170000049e+01
1.136804663289999962e+09 3.518350000000000088e-01 8.500000000000000611e-02 6.037134881263955322e+02 6.845498167472360365e+02 4.676759119751032418e-23 4.038822704358238253e-23 4.382799903403790864e+01 3.924652106698069787e+01
1.126739026299999952e+09 6.761324000000000112e+00 4.299999999999999822e+00 3.127252590191090462e+02 3.123904635845480016e+02 5.885934529190469125e-23 5.655664878270811944e-23 5.140649593013615259e+01 4.892836420741949865e+01
1.126754272660000086e+09 6.079297999999999647e+00 1.096000000000000085e+00 7.709899902351320407e+02 7.701901370165840035e+02 6.610754255725539811e-23 6.524980143157341315e-23 2.099333919480792332e+01 1.102279262151490080e+01
1.126767898990000010e+09 6.310006999999999699e+00 2.520000000000000018e+00 5.198022427851652765e+02 5.206533512099099426e+02 6.577347693311033113e-23 6.186295460995365724e-23 4.441413370430471730e+01 4.249910323320874994e+01
1.127643475289999962e+09 7.683631000000000100e+00 5.134000000000000341e+00 4.305866112781693573e+02 4.303643029813540011e+02 6.843811299070234330e-23 6.824693320991221212e-23 3.479241993576589920e+00 3.404538740073740133e+00
1.128501384799999952e+09 4.889416999999999902e+00 3.903000000000000025e+00 2.111481729036047170e+02 2.075764923324229869e+02 4.220604228306609421e-23 4.013256958356130342e-23 8.753673072304736991e+01 9.023776595202889439e+01
1.128934351980000019e+09 9.976902000000000825e+00 5.033000000000000362e+00 8.932874788361157243e+02 8.932617830322700456e+02 8.314889793413613945e-23 8.324995823504601875e-23 7.668969229797225751e+01 7.577496682787780458e+01
1.128953992980000019e+09 4.420519999999999783e+00 1.558000000000000052e+00 9.896634579443659732e+02 9.985026608538025812e+02 6.787183801604961741e-23 6.388661852735034673e-23 6.517732542585079614e+01 6.702613066893124483e+01
1.129091225049999952e+09 3.663340999999999958e+00 2.040000000000000036e+00 2.150204574561754782e+02 2.055805990068180051e+02 4.218518069988456147e-23 3.916051029045461564e-23 5.751157433379020745e+01 5.460375618755469418e+01
1.129366356859999895e+09 6.971034000000000397e+00 9.989999999999999991e-01 1.431003936355864994e+02 1.426433898439969994e+02 4.449835058394892372e-23 4.263575451108694170e-23 2.450718615375329179e+01 2.411177094587045033e+01
1.129519568710000038e+09 1.485054000000000052e+01 6.195000000000000284e+00 1.900711375284978146e+02 1.901187103507809866e+02 8.223127588427950198e-23 8.029325677762932763e-23 4.398515178272672799e+00 4.328262682396469607e+00
1.130033972309999943e+09 1.071155700000000088e+01 2.895999999999999908e+00 1.288979386552375388e+02 1.284393816421280121e+02 6.997482206870388013e-23 5.455613190572546951e-23 4.207325081209575934e+00 3.823353097148559865e+00
1.130086859049999952e+09 1.535685600000000051e+01 2.970000000000000195e+00 1.202291091152807923e+02 1.202052215154290025e+02 5.971909946766221878e-23 5.412793403147445966e-23 1.398350443735015602e+01 1.373370195434025121e+01
1.130324105269999981e+09 9.387444000000000344e+00 3.500999999999999890e+00 1.286498560080495395e+02 1.285724836687359982e+02 5.032006828196641737e-23 4.814549221915967980e-23 2.901353197233112979e+01 2.813147895771479767e+01
1.130524056970000029e+09 7.785213999999999857e+00 3.932999999999999829e+00 3.840843539107860352e+02 3.846713762704815167e+02 4.773611901407397027e-23 4.692954751937031793e-23 1.321900447774926057e+01 1.084063764145680153e+01
1.130768326640000105e+09 5.171452000000000382e+00 2.839999999999999858e+00 3.611242675645488589e+02 3.592303899477610116e+02 4.215861932956188477e-23 4.050842481324718865e-23 5.599167465694886658e+01 5.475903660054709832e+01
1.131736346400000095e+09 1.129850599999999972e+01 1.776999999999999913e+00 1.240911292663456038e+02 1.242129005055080029e+02 4.623434861838917043e-23 4.489048019641694317e-23 8.640380778434700204e+00 8.430481214554884417e+00
1.131749268039999962e+09 1.232406800000000047e+01 4.115000000000000213e+00 5.610064209489313498e+02 5.610699985981990494e+02 6.526036977671510410e-23 5.996548077789991113e-23 7.517400566405895290e+01 7.384826656178479709e+01
1.132407361539999962e+09 1.065196300000000029e+01 5.330000000000000293e-01 3.594338788991777847e+02 3.556993405616709651e+02 5.003110374569121866e-23 4.981973101009441516e-23 1.351535574887436475e+01 8.821834112904655356e+00
1.132717861549999952e+09 6.214264000000000010e+00 3.189999999999999947e+00 2.396209031846280482e+02 2.388579489739240103e+02 4.590881265022197659e-23 4.066677842185796829e-23 5.024859809116438214e+01 4.749073236169475365e+01
1.132947425559999943e+09 8.658659000000000106e+00 5.410000000000000142e+00 5.191219541970360751e+02 5.204267178109339511e+02 1.079334333871744553e-22 1.064085689374947629e-22 7.483202907465011933e+00 7.415627980947180120e+00
1.132984380920000076e+09 9.925368999999999886e+00 3.500999999999999890e+00 7.526489417727153750e+02 7.529180580017130069e+02 1.286276333095419262e-22 1.298065362844545166e-22 6.685062872480282081e+00 6.395606313761549977e+00
1.133148481869999886e+09 8.567686000000000135e+00 5.394000000000000128e+00 4.166461654985835708e+02 4.165855178326810346e+02 4.795897480594385380e-23 4.484922561732822521e-23 5.311312847104825607e+01 5.094954052958149759e+01
1.134192690890000105e+09 1.196974999999999945e+01 5.956000000000000405e+00 8.960552204169757715e+02 8.963469463540529887e+02 9.135545992159374815e-23 9.078196812291732380e-23 3.140523407974677106e+00 3.094333862063380014e+00
1.134442156259999990e+09 9.096140999999999366e+00 4.147000000000000242e+00 2.869238360353590451e+02 2.868801937321330229e+02 4.558216488536681654e-23 4.336172747156217119e-23 3.604356077388612078e+01 3.451141514285819767e+01
1.134638580779999971e+09 1.779874600000000129e+01 7.083000000000000185e+00 5.677408901126176488e+02 5.677394298000674553e+02 7.003493021505886373e-23 6.657026012747718736e-23 7.137258966938908600e+01 7.054650787475139850e+01
1.134907684970000029e+09 1.338078800000000115e+02 1.629999999999999893e+00 1.220373742812767688e+02 1.221814576312945064e+02 8.570850241735078414e-22 8.084486059323860440e-22 5.226071238171209110e+00 5.173698848723665478e+00
1.136283952339999914e+09 6.022212999999999816e+00 3.136000000000000121e+00 2.917091730789024950e+02 2.914552379813509901e+02 4.288693988757712316e-23 4.039313681020948541e-23 5.905777094725785759e+01 5.801877878809730049e+01
1.136594803609999895e+09 2.064836000000000027e+01 8.291000000000000369e+00 8.928815822272551941e+02 8.929352666225435087e+02 1.211985738549534466e-22 1.128269382763685757e-22 5.206321106586849368e+01 5.147138848043150006e+01
1.136598666160000086e+09 3.725156999999999829e+00 1.223999999999999977e+00 6.101562788659402941e+02 6.090376313109049988e+02 8.477530024949446028e-23 8.401762869917419735e-23 6.389380109670899088e+00 4.424818026264950355e+00
1.126090055859999895e+09 1.305833200000000005e+01 4.384999999999999787e+00 1.432376623097369475e+02 1.432834038823374954e+02 5.312273306232689072e-23 4.986417902998979260e-23 3.772602503189020240e+01 3.692240089982294649e+01
1.126104073150000095e+09 1.775160599999999889e+01 3.549999999999999822e+00 7.987493041659197388e+02 7.989618639527125197e+02 1.290949481099895281e-22 1.251609097092862465e-22 2.727026924934099128e+01 2.628587585173875141e+01
1.126805481230000019e+09 1.580641699999999972e+01 3.638999999999999790e+00 7.283839807406313867e+02 7.285366860324010077e+02 7.469077066221945933e-23 7.416891549617143818e-23 2.000182766050388139e+01 1.975096806098920155e+01
1.126815048390000105e+09 2.191584999999999894e+00 1.774000000000000021e+00 1.563505628310402926e+02 1.117573172491340046e+02 4.078231859175127570e-23 3.920891089565757235e-23 3.064975725165765041e+01 2.700134793146809997e+01
1.126918510730000019e+09 1.067798200000000008e+01 5.366999999999999993e+00 3.268540945861439013e+02 3.264883379287909975e+02 5.229787962162238845e-23 5.213058248601865389e-23 5.429949926292422901e+00 5.199405598449479804e+00
1.126961121799999952e+09 1.211040799999999962e+01 4.206999999999999851e+00 7.424577282722998461e+02 7.436173989890049825e+02 7.274909150921024055e-23 7.179664135745911508e-23 6.019626223874109172e+00 5.893335028545119592e+00
1.127019357349999905e+09 1.335486299999999993e+01 6.238999999999999879e+00 6.659611678860858319e+02 6.661883152451399610e+02 6.807931065769674427e-23 6.577325141392536017e-23 1.937586506384970875e+01 1.894601965119920095e+01
1.127042290400000095e+09 5.231950999999999574e+00 3.068000000000000060e+00 8.532899379274909961e+02 8.552134568835884920e+02 8.672792855019915649e-23 8.806106951974264204e-23 1.434492278550626843e+01 1.325933558074354934e+01
1.127364982039999962e+09 9.722613000000000838e+00 4.328000000000000291e+00 6.465975395241273418e+02 6.466274812467910351e+02 6.464749207677503330e-23 5.599442312295288909e-23 9.397585382595956105e+01 9.653568061805239608e+01
1.127450880410000086e+09 1.056096199999999996e+01 5.725999999999999979e+00 6.869831605703727746e+02 6.846915326842679406e+02 5.796651179661045878e-23 5.474659195104341589e-23 2.776029979914522983e+01 2.081233331237370265e+01
1.127529620039999962e+09 1.411966900000000003e+01 5.166999999999999815e+00 1.333546280744913304e+02 1.333221755457090012e+02 7.124443097965816778e-23 6.330268805860421144e-23 5.544444689708655005e+00 5.500925694297899682e+00
1.128141045700000048e+09 4.257658000000000165e+00 2.150999999999999801e+00 2.656560324542131184e+02 2.610256807560609786e+02 4.504208919979872710e-23 4.406376340917197405e-23 7.412152670843467206e+01 7.371051741490165909e+01
1.128453320220000029e+09 1.304313100000000070e+01 6.679999999999999716e+00 1.857716321386622269e+02 1.856277026943830037e+02 5.349122713634870951e-23 5.096230810479938969e-23 5.124352651403138559e+00 5.060129687100800133e+00
1.128469362420000076e+09 6.747087999999999752e+00 3.519000000000000128e+00 7.193524178371070548e+02 7.161100115271200366e+02 9.057043894123312616e-23 8.392150169723060282e-23 4.358065875371330833e+00 3.986477714524299998e+00
1.128698087130000114e+09 4.896053000000000210e+00 1.316000000000000059e+00 3.050536897896718642e+02 3.077640990724964922e+02 4.787977929090427104e-23 4.574543128920025435e-23 1.678998734028800044e+01 1.145213311989200022e+01
1.129008567940000057e+09 1.010554800000000064e+01 6.275999999999999801e+00 3.794759412839783863e+02 3.792405841555839743e+02 5.151066521332414600e-23 4.787280670150834368e-23 1.840831756073635361e+01 1.780214516325310115e+01
1.129105191390000105e+09 1.116954899999999995e+01 5.049000000000000377e+00 6.730794827244643557e+02 6.726507530544359952e+02 7.281670576925776658e-23 7.045266284198351006e-23 9.385034092377063430e+00 9.227520379194434241e+00
1.129285240430000067e+09 1.065432999999999986e+01 4.168000000000000149e+00 4.498451865875246654e+02 4.499056848296480098e+02 5.139202556444432663e-23 4.838512154393020328e-23 2.727695626118131145e+01 2.678035908210010163e+01
1.129332759079999924e+09 6.279894999999999783e+00 3.612999999999999989e+00 1.390395384939041321e+02 1.375998871940990114e+02 4.576114973710732067e-23 4.249441359018894339e-23 8.192452997533470338e+00 7.670666228799694508e+00
1.130573497039999962e+09 5.392567999999999806e+00 2.630999999999999783e+00 8.866814036791665785e+02 8.854719574300399927e+02 6.625942868866796216e-23 6.398741821924720420e-23 6.515817455946653070e+00 4.857431303332830019e+00
1.130684665690000057e+09 8.065407999999999689e+00 4.206999999999999851e+00 1.865539656905236541e+02 1.862034613096689952e+02 4.652336372263404592e-23 4.541677321977119042e-23 5.224642889730002793e+00 4.929344969872429871e+00
1.130795061210000038e+09 1.172725699999999982e+01 4.690999999999999837e+00 6.637111435164023305e+02 6.625894932683959269e+02 9.090778768691332565e-23 8.675378249998236125e-23 8.566131664328297646e+00 8.073525434277989632e+00
1.132179611799999952e+09 7.290229000000000070e+00 4.649000000000000021e+00 2.410929982649648196e+02 2.402564856045950137e+02 4.410307302460878532e-23 4.252371850824203455e-23 8.909186636130858972e+01 9.052805980300000499e+01
1.132790848700000048e+09 9.661597999999999686e+00 3.673999999999999932e+00 1.077326557102167328e+02 1.077352177445110044e+02 4.462309095091674890e-23 4.245172086716164837e-23 2.088369542464323558e+01 1.753586929893599944e+01
1.133232282890000105e+09 1.460550699999999935e+01 7.238000000000000433e+00 6.116825621434211371e+02 6.114033965887630302e+02 6.861622008325613825e-23 6.357670791829047144e-23 1.609843056391396843e+01 1.582057138750139913e+01
1.134362629410000086e+09 1.000703000000000031e+01 6.993999999999999773e+00 9.097174862068031871e+02 9.032436522068464910e+02 9.211001150072683913e-23 9.046163496692022205e-23 6.433785799514989634e+00 6.369524715268929604e+00
1.134554588130000114e+09 1.402949599999999997e+01 2.069999999999999896e-01 5.564890926021246287e+02 5.562629335669180364e+02 6.560180218529331930e-23 5.868094157594405533e-23 3.127260248357949735e+01 2.967422297626540129e+01
1.134582716619999886e+09 7.948184000000000360e+00 5.557000000000000384e+00 8.098889963419296691e+02 8.103629721732875169e+02 6.243806770779125787e-23 6.018884278481747599e-23 7.067107299977567436e+01 7.040970250136660979e+01
1.134640240660000086e+09 8.843759000000000370e+00 3.443000000000000060e+00 3.285602321933653229e+02 3.286674016702580161e+02 4.975924161422889156e-23 4.789347640532638541e-23 4.373993856362435650e+01 4.201059460142749913e+01
1.135157515170000076e+09 1.593331000000000053e+00 3.280000000000000138e-01 4.533379212945995960e+02 2.618323858992899886e+02 4.999837329994250398e-23 4.538168536415934175e-23 4.958257050158086088e+01 4.211660729468079722e+01
1.135178500829999924e+09 6.649430999999999869e+00 6.979999999999999538e-01 9.196712110765645320e+02 9.281217341537469565e+02 5.663733302011780873e-23 5.161279588224467402e-23 2.781249303383511418e+01 1.552615427387874902e+01
1.135802029019999981e+09 1.048785299999999943e+01 6.152000000000000135e+00 7.769504343694650288e+02 7.771988753557619702e+02 8.704269771286988087e-23 8.705144279854733944e-23 1.013314765665549189e+01 9.971827745842510637e+00
1.136408367750000000e+09 6.898948999999999998e+00 3.444999999999999840e+00 4.698263534618433255e+02 4.716850008582150053e+02 7.621555506829012651e-23 7.313146724553049253e-23 3.387586598370770474e+00 3.213439376114959778e+00
1.136623804670000076e+09 6.469425000000000203e+00 3.907999999999999918e+00 8.636629000616321719e+02 8.573010857129954729e+02 7.646039974136509015e-23 7.325522301817873064e-23 7.179511421033923035e+00 5.824721196448759741e+00
1.126768228119999886e+09 8.735495999999999484e+00 5.700999999999999623e+00 5.449445260819715031e+02 5.455900946908819833e+02 5.920523899957676375e-23 5.597253896632614800e-23 2.699842397543535455e+01 2.672802077535709842e+01
1.127022873450000048e+09 9.101763000000000048e+00 5.225999999999999979e+00 6.779842892621377359e+02 6.754025760612635167e+02 9.333808965038322067e-23 9.007328689860036287e-23 4.951133304116554612e+00 4.728781808968284928e+00
1.127045613440000057e+09 9.894014999999999560e+00 4.639999999999999680e+00 3.178278406048134457e+02 3.177341174489289983e+02 9.939008138279950471e-23 7.583559304279012057e-23 5.466146843707358727e+01 5.370850208655169666e+01
1.127460072309999943e+09 9.132265000000000299e+00 4.955000000000000071e+00 8.513666164418515336e+02 8.414538793246780415e+02 7.805249530527655642e-23 7.502326404919711438e-23 3.745373360569605126e+00 3.525189571298790181e+00
1.127708285900000095e+09 1.343700699999999948e+01 6.166999999999999815e+00 4.454948240791454168e+02 4.451986870079659866e+02 5.325758608354226767e-23 5.214656362876130295e-23 9.679393226703352227e+00 9.278878056279930675e+00
1.128275552369999886e+09 9.078525000000000844e+00 5.328999999999999737e+00 1.534740874532474493e+02 1.534773753885035035e+02 4.615088384555679251e-23 4.389373641521592638e-23 4.893862338294867698e+01 4.681103659858325017e+01
1.128340330079999924e+09 4.073910999999999838e+00 1.054999999999999938e+00 9.192876806871140616e+02 9.268148654414644625e+02 5.951276200218552731e-23 5.767685227081612655e-23 1.913096889349165508e+01 1.733514912413994935e+01
1.128345726579999924e+09 8.335905999999999594e+00 4.668999999999999595e+00 5.893979527255412449e+02 5.868273366345520117e+02 6.169164986332747776e-23 5.723479149092583619e-23 5.566713408768410432e+01 5.417435208402760338e+01
1.128427456700000048e+09 1.040283400000000036e+01 6.692000000000000171e+00 3.357005105464787675e+02 3.350740137024059777e+02 4.705112300378887420e-23 4.599799207663778221e-23 3.400068305923925394e+00 3.322808355806889935e+00
1.128443616980000019e+09 1.233420500000000075e+01 3.487000000000000099e+00 2.284770037539510383e+02 2.284311912327420089e+02 4.493850225957449343e-23 4.362094589744159446e-23 7.792487854075214671e+01 7.748649031563350320e+01
1.128479562980000019e+09 6.509273999999999560e+00 3.064000000000000057e+00 3.635564044486379203e+02 3.638779673001899937e+02 5.643582302253840524e-23 4.976205173690847834e-23 5.151340731432411957e+01 4.874488117426199807e+01
1.129040235240000010e+09 8.117815999999999477e+00 4.682999999999999829e+00 3.386672022219285623e+02 3.386012256906889775e+02 4.932018438091642157e-23 4.690230872040853823e-23 4.478823280799701934e+01 4.370298434371959928e+01
1.129217683000000000e+09 7.888523000000000174e+00 5.216000000000000192e+00 5.939894831904500734e+02 5.938086051745819987e+02 7.039804176683933009e-23 6.460107213443999590e-23 8.377753057944201487e+01 8.537047523223110090e+01
1.129687840130000114e+09 1.155950600000000072e+01 6.091000000000000192e+00 3.694025611399223408e+02 3.694977543642349929e+02 4.501156645700922730e-23 4.333902116800377613e-23 9.388049644928402770e+00 9.083690961832099120e+00
1.130051466460000038e+09 1.870259000000000071e+01 5.782000000000000028e+00 2.470243598912588254e+02 2.470465618577804889e+02 4.884568985732993121e-23 4.888250912265676194e-23 6.104501721608710341e+01 5.944420374453915201e+01
1.130161576589999914e+09 1.510140099999999919e+01 7.282000000000000028e+00 7.798595331521086109e+02 7.789597960914550185e+02 8.155668972459623570e-23 8.119194376460388213e-23 6.185894617414105845e+00 6.089460647132749926e+00
1.131648797740000010e+09 3.085306000000000104e+00 4.889999999999999902e-01 8.175771458858058622e+02 8.277705568013769835e+02 6.772741422226618470e-23 6.538458400968120008e-23 6.453074203082890392e+01 6.847948483269550479e+01
1.132624252559999943e+09 1.317831100000000077e+01 7.581000000000000405e+00 7.952195446453692966e+02 7.950311236119725891e+02 7.641590840127497742e-23 7.442949003673819468e-23 4.271848610601988838e+01 4.174255449417879760e+01
1.132744055519999981e+09 1.089987200000000023e+01 5.980000000000000426e+00 2.253144994899909079e+02 2.253631026769699872e+02 4.655707854412009590e-23 4.203087480779167010e-23 5.138070574409992020e+01 5.002840460601179728e+01
1.132908778269999981e+09 1.275637599999999949e+01 6.139000000000000234e+00 4.786721956787070553e+02 4.784633248792230233e+02 5.196706661734299073e-23 5.033522951574981429e-23 4.678937816364384616e+01 4.451330141749210156e+01
1.133121159130000114e+09 6.999195000000000277e+00 3.633000000000000007e+00 5.593683225430934272e+02 5.589540211303340129e+02 8.327897674267812961e-23 8.106245291425825213e-23 1.055898715139804089e+01 9.805844029125953654e+00
1.133999842759999990e+09 3.761963999999999864e+00 1.481000000000000094e+00 5.730321880054348185e+02 4.785044902073469757e+02 4.894837176656327738e-23 4.491940781634954773e-23 5.964498273308530685e+01 6.495379936363210049e+01
1.134343732619999886e+09 1.440061700000000044e+01 5.381000000000000227e+00 4.689573593155126332e+02 4.689371021472834968e+02 5.703997682498207206e-23 5.487756053203620820e-23 5.041884855940434562e+01 4.968063677091095087e+01
1.134921678670000076e+09 1.078805499999999995e+01 3.540000000000000036e+00 2.714976769393509244e+02 2.716114408759510184e+02 4.617201243266842636e-23 4.376125669490226684e-23 7.905082466892584137e+01 7.938669989708229480e+01
1.135643335799999952e+09 9.447224000000000288e+00 2.625000000000000000e+00 2.761235997166869538e+02 2.765508176198520118e+02 7.349317831566601158e-23 7.062805665118253595e-23 4.150084615173700975e+00 3.991583575547609897e+00
1.136294831859999895e+09 8.861086000000000240e+00 4.597999999999999865e+00 7.627275028875853877e+02 7.626245789112340390e+02 7.042563186392474655e-23 6.753758637134027386e-23 6.188175400359216383e+01 6.139266517700679771e+01
1.137237610039999962e+09 4.359423999999999744e+00 5.270000000000000240e-01 8.261513990369286375e+02 8.335494628091755658e+02 1.521914580412654133e-22 1.528815223849148553e-22 6.454503755002842347e+00 3.468251435768294755e+00
1.126674183640000105e+09 3.390673000000000048e+00 2.491999999999999993e+00 9.537027701785179943e+02 9.595580625930085716e+02 6.717064580212943701e-23 6.239520910918275441e-23 2.458074958984650848e+01 2.021109918225540270e+01
1.126832193099999905e+09 1.405003400000000013e+01 4.793000000000000149e+00 9.150691322517783419e+02 9.120732611998284938e+02 1.005619153099812649e-22 9.772975117208395430e-23 5.267049834036437339e+00 5.069569409629634649e+00
1.126889198369999886e+09 1.291372299999999917e+01 3.509999999999999787e+00 7.920794681964212032e+02 7.921794326493270546e+02 1.065191063307376260e-22 1.042456844010618510e-22 3.465737286921305582e+01 3.383943389691340542e+01
1.127030794789999962e+09 1.389929000000000059e+01 6.467999999999999972e+00 6.130783785405395747e+02 6.119685186613655787e+02 9.547168125185825399e-23 9.624592582268201626e-23 7.804559785098502012e+00 7.437230316282869680e+00
1.127121246319999933e+09 2.203266199999999841e+01 7.548000000000000043e+00 4.653760613431243200e+02 4.653411514266720133e+02 6.812730911620814527e-23 6.610559875387487889e-23 9.375451295663810924e+01 9.468916964680769865e+01
1.127514624750000000e+09 1.317334199999999989e+01 6.059999999999999609e+00 9.094480956059763912e+02 9.093832829008680392e+02 9.382790853088144476e-23 9.272287758920401883e-23 2.916396185702379995e+01 2.853584193849550132e+01
1.127522174039999962e+09 6.612510999999999584e+00 5.198999999999999844e+00 1.186279509168315798e+02 1.184104148280380002e+02 5.336817100521140316e-23 4.880031359953333631e-23 1.443836090664498961e+01 1.414823745665010080e+01
